"carat","cut","color","clarity","depth","table","price","x","y","z"
1.33,"Premium","G","VS1",60.2,60,9813,7.12,7.2,4.31
1.08,"Very Good","E","SI2",63,56,5805,6.5,6.52,4.1
0.75,"Premium","E","SI2",61.9,57,2829,5.88,5.82,3.62
0.32,"Good","H","VS2",63.1,55,505,4.33,4.36,2.74
0.54,"Ideal","D","SI1",60.7,56,1786,5.3,5.27,3.21
0.8,"Ideal","E","SI1",62.3,54,3622,5.95,5.97,3.71
0.7,"Ideal","H","SI1",62,55,2184,5.71,5.68,3.53
0.92,"Very Good","E","SI1",60.7,59,4232,6.25,6.28,3.8
1.52,"Premium","D","SI1",60.8,61,11220,7.39,7.26,4.45
0.72,"Very Good","G","SI1",62.8,60,2396,5.78,5.68,3.6
0.3,"Very Good","I","VVS2",60.1,63,526,4.28,4.31,2.58
1.21,"Ideal","G","VVS1",60.2,57,10232,7.02,6.94,4.2
0.4,"Ideal","D","VS2",62.8,56,918,4.66,4.7,2.94
0.33,"Premium","E","SI1",62.7,56,743,4.45,4.39,2.77
1.26,"Ideal","G","VVS1",61.7,56,11218,6.96,6.98,4.3
0.7,"Premium","F","SI1",61.9,59,2401,5.69,5.71,3.53
2.01,"Good","H","SI2",63.7,59,12423,7.89,7.84,5.01
1.02,"Very Good","F","SI1",60.9,57,5287,6.52,6.56,3.98
0.51,"Ideal","D","VS2",62.9,56,1716,5.1,5.07,3.2
0.43,"Ideal","F","SI1",61.8,56,792,4.84,4.87,3
1.01,"Ideal","H","SI1",61.4,60,4680,6.48,6.45,3.97
0.4,"Premium","F","SI1",62.9,58,882,4.72,4.69,2.96
0.42,"Premium","G","VS2",59.5,59,847,4.83,4.89,2.89
0.58,"Premium","F","VS2",62.4,55,1869,5.38,5.36,3.35
0.31,"Ideal","D","VS2",62.2,56,734,4.32,4.36,2.7
0.5,"Premium","E","VS2",62.6,58,1559,5.07,5.12,3.19
0.51,"Very Good","F","VS2",62.9,55,1569,5.08,5.12,3.21
1.02,"Premium","H","SI2",59.2,59,3769,6.57,6.54,3.88
0.76,"Ideal","D","VS1",61.7,56,4377,5.84,5.87,3.61
1.16,"Very Good","G","VS1",62.9,55,7589,6.65,6.74,4.21
1.08,"Good","E","SI1",63.1,59,5096,6.49,6.53,4.11
0.91,"Ideal","G","VS1",62.3,55,4860,6.17,6.22,3.86
0.9,"Good","G","SI2",58.5,61,3350,6.28,6.33,3.69
0.36,"Premium","I","VS1",62,59,729,4.6,4.53,2.83
0.41,"Premium","G","SI1",61.7,59,923,4.73,4.71,2.91
0.33,"Ideal","G","IF",62.7,56,861,4.39,4.44,2.77
0.34,"Ideal","F","SI2",60.1,56,447,4.54,4.55,2.73
1.54,"Premium","F","VS2",62.8,58,14188,7.33,7.29,4.59
0.57,"Premium","F","SI1",62.7,59,1571,5.3,5.26,3.31
0.4,"Very Good","D","VS2",63.5,57,850,4.62,4.67,2.95
0.35,"Premium","E","VS1",62.2,58,718,4.47,4.5,2.79
0.29,"Good","E","VVS2",62.7,62,617,4.19,4.23,2.64
1.12,"Premium","F","SI2",61.6,58,4654,6.69,6.63,4.1
1,"Premium","F","SI1",61.2,58,5292,6.44,6.4,3.93
0.34,"Premium","E","VS2",62.8,58,956,4.45,4.43,2.79
0.28,"Very Good","E","VS1",61.8,55,489,4.21,4.24,2.61
0.32,"Ideal","I","VS1",61.7,55.6,529,4.41,4.43,2.73
0.43,"Ideal","H","SI1",62.4,56,919,4.83,4.81,3.01
0.41,"Ideal","G","IF",62.4,54,1367,4.74,4.78,2.97
0.51,"Premium","J","VS2",61.5,58,1020,5.14,5.1,3.15
0.93,"Good","G","SI1",58.8,61,4405,6.36,6.39,3.75
0.3,"Very Good","F","SI1",62.1,60,500,4.26,4.28,2.65
0.3,"Ideal","G","VS1",61.8,54,776,4.32,4.29,2.66
0.39,"Ideal","F","SI1",62.5,55,921,4.68,4.63,2.91
0.26,"Ideal","H","VS1",62.1,56,448,4.13,4.15,2.56
1,"Very Good","F","VS2",62.7,58,6319,6.38,6.41,4.01
0.7,"Premium","F","SI2",58.8,58,2234,5.82,5.77,3.41
0.82,"Good","J","SI1",57.5,62,2140,6.25,6.2,3.58
0.9,"Very Good","H","SI2",59.5,63,3105,6.31,6.26,3.74
0.7,"Ideal","F","SI1",61.7,58,2662,5.67,5.7,3.51
0.91,"Premium","F","SI2",59.8,58,2564,6.29,6.26,3.75
0.6,"Premium","H","VS1",60.8,59,2376,5.49,5.43,3.32
0.52,"Very Good","I","VS1",61,58,1310,5.18,5.22,3.17
0.83,"Very Good","I","VS2",61.6,58,2865,6.05,6.07,3.73
0.5,"Premium","F","SI2",59.9,60,1125,5.22,5.16,3.11
0.75,"Ideal","D","SI1",61.1,56,3712,5.85,5.9,3.59
0.42,"Very Good","E","VS2",61.9,59,958,4.75,4.81,2.96
